Posting Date,Entry Type,Document Type,Order No.,Document No.,Item No.,Description,UoM,Lot No.,Expiration Date,Location Code,Quantity,Invoiced Quantity,Remaining Quantity,Sales Amount (Actual),Unit Cost,Cost Amount (Actual),Cost Amount (Non-Invtbl.),Open,Order Type,Entry No.
6/2/2021,Purchase,Purchase Receipt,,G04868,HH013200,"Cannula iv (winged with injection pot),18G,Each",EACH,582007,6/30/2025,NPW,15000,15000,0,0, 153.90 ," 2,308,500.00 ",0,FALSE,,259361
6/2/2021,Purchase,Purchase Receipt,,G04868,HH013200,"Cannula iv (winged with injection pot),18G,Each",EACH,572007,6/30/2025,NPW,28000,28000,0,0, 153.90 ," 4,309,200.00 ",0,FALSE,,259360
6/2/2021,Purchase,Purchase Receipt,,G04868,HH013200,"Cannula iv (winged with injection pot),18G,Each",EACH,562007,6/30/2025,NPW,8000,8000,0,0, 153.90 ," 1,231,200.00 ",0,FALSE,,259359
6/2/2021,Purchase,Purchase Receipt,,G04867,LL009900,"Apron disposable polythene,100",100,NA,12/31/2099,NPW,2600,2600,0,0," 6,953.00 "," 18,077,800.00 ",0,FALSE,,259300
6/2/2021,Purchase,Purchase Receipt,,G04867,HH080700,"Glove surgeons,size 7.5, sterile Pair",PAIR,AS0321015,2/28/2026,NPW,70000,70000,0,0, 286.30 ," 20,041,000.00 ",0,FALSE,,259299
6/2/2021,Purchase,Purchase Receipt,,G04867,HH080700,"Glove surgeons,size 7.5, sterile Pair",PAIR,030320,3/31/2025,NPW,4000,4000,0,0, 286.30 ," 1,145,200.00 ",0,FALSE,,259298
6/2/2021,Purchase,Purchase Receipt,,G04867,HH012900,"Cannula iv (winged with injection pot),16G,Each",EACH,552007,6/30/2025,NPW,39000,39000,0,0, 155.42 ," 6,061,380.00 ",0,FALSE,,259297
6/2/2021,Purchase,Purchase Receipt,,G04867,FF010800,"Gauze swabs,8-ply,10cm x 10cm,100",100,HD2005,5/31/2025,NPW,20000,20000,0,0," 1,636.00 "," 32,720,000.00 ",0,FALSE,,259296
6/2/2021,Purchase,Purchase Receipt,,G04867,FF010800,"Gauze swabs,8-ply,10cm x 10cm,100",100,201115,11/30/2025,NPW,840,840,0,0," 1,636.00 "," 1,374,240.00 ",0,FALSE,,259295
6/2/2021,Purchase,Purchase Receipt,,G04867,FF010200,"Gauze absorbent,90cm X 100Y,Each",EACH,20200520,5/31/2025,NPW,18557,18557,0,0," 9,407.00 "," 174,565,699.00 ",0,FALSE,,259294
6/2/2021,Purchase,Purchase Receipt,,G04867,FF001800,"Bandage, crepe 7.5cm x1.4m long-stretched",EACH,CMPH0303,3/31/2023,NPW,21233,21233,0,0, 449.90 ," 9,552,726.70 ",0,FALSE,,259293
6/2/2021,Purchase,Purchase Receipt,,G04865,FF009970,Coveralls/Tyve suits of different sizes,EACH,NA,12/31/2099,NPW,6510,6510,6036,0," 11,250.00 "," 73,237,500.00 ",0,TRUE,,259279
6/3/2021,Purchase,Purchase Receipt,,G04864,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203075,7/31/2023,NPW,1339,1339,0,0," 1,018.32 "," 1,363,537.17 ",0,FALSE,,259232
6/3/2021,Purchase,Purchase Receipt,,G04864,BB006900,"Benzathine benzylpenicillin,1.44g,(2.4MU) PFR,Each",EACH,2010029,10/31/2023,NPW,4800,4800,0,0, 193.20 ," 927,360.00 ",0,FALSE,,259231
6/2/2021,Purchase,Purchase Receipt,,G04863,FF007800,"Cotton wool,500g,EACH",EACH,20200605,6/30/2025,NPW,360,360,0,0," 2,545.10 "," 916,236.00 ",0,FALSE,,259228
6/2/2021,Purchase,Purchase Receipt,,G04863,FF007800,"Cotton wool,500g,EACH",EACH,20200214,2/28/2025,NPW,8960,8960,0,0," 2,545.10 "," 22,804,096.00 ",0,FALSE,,259227
6/2/2021,Purchase,Purchase Receipt,,G04863,FF007800,"Cotton wool,500g,EACH",EACH,20200207,2/28/2025,NPW,40,40,0,0," 2,545.10 "," 101,804.00 ",0,FALSE,,259226
6/2/2021,Purchase,Purchase Receipt,,G04863,FF007800,"Cotton wool,500g,EACH",EACH,20200615,6/30/2025,NPW,1160,1160,0,0," 2,545.10 "," 2,952,316.00 ",0,FALSE,,259225
6/2/2021,Purchase,Purchase Receipt,,G04863,FF007800,"Cotton wool,500g,EACH",EACH,20200217,2/28/2025,NPW,4000,4000,0,0," 2,543.29 "," 10,173,146.00 ",0,FALSE,,259224
6/2/2021,Purchase,Purchase Receipt,,G04862,FF007800,"Cotton wool,500g,EACH",EACH,20200525,2/28/2025,NPW,10020,10020,0,0," 2,535.80 "," 25,408,716.00 ",0,FALSE,,259223
6/2/2021,Purchase,Purchase Receipt,,G04862,FF007800,"Cotton wool,500g,EACH",EACH,20200217,2/28/2025,NPW,780,780,0,0," 2,535.80 "," 1,977,924.00 ",0,FALSE,,259222
6/2/2021,Purchase,Purchase Receipt,,G04862,FF007800,"Cotton wool,500g,EACH",EACH,20200211,2/28/2025,NPW,3740,3740,0,0," 2,535.80 "," 9,483,892.00 ",0,FALSE,,259221
5/25/2021,Purchase,Purchase Receipt,,G04861,HH080700,"Glove surgeons,size 7.5, sterile Pair",PAIR,AS0321015,2/28/2026,NPW,150000,97000,0,0, 184.24 ," 27,635,300.00 ",0,FALSE,,259203
5/25/2021,Purchase,Purchase Receipt,,G04860,HH080700,"Glove surgeons,size 7.5, sterile Pair",PAIR,AS0321015,2/28/2026,NPW,250000,250000,0,0, 284.90 ," 71,225,000.00 ",0,FALSE,,259202
5/25/2021,Purchase,Purchase Receipt,,G04847,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270141,4/30/2024,NPW,4970,4970,0,0, 858.90 ," 4,268,733.00 ",0,FALSE,,258942
5/25/2021,Purchase,Purchase Receipt,,G04847,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270171,3/31/2024,NPW,4976,4976,0,0, 858.90 ," 4,273,886.40 ",0,FALSE,,258941
5/25/2021,Purchase,Purchase Receipt,,G04847,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270161,3/31/2024,NPW,4976,4976,0,0, 858.90 ," 4,273,886.40 ",0,FALSE,,258940
5/25/2021,Purchase,Purchase Receipt,,G04847,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270151,4/30/2024,NPW,4980,4980,0,0, 854.72 ," 4,256,519.40 ",0,FALSE,,258939
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130151,4/30/2023,NPW,9500,9500,0,0, 203.50 ," 1,933,280.00 ",0,FALSE,,258938
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130141,3/31/2023,NPW,9800,9800,0,0, 203.50 ," 1,994,330.00 ",0,FALSE,,258937
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130131,3/31/2023,NPW,9800,9800,0,0, 203.50 ," 1,994,330.00 ",0,FALSE,,258936
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130121,3/31/2023,NPW,9800,9800,0,0, 203.50 ," 1,994,330.00 ",0,FALSE,,258935
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130111,3/31/2023,NPW,9900,9900,0,0, 203.50 ," 2,014,680.00 ",0,FALSE,,258934
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130101,3/31/2023,NPW,9800,9800,0,0, 203.50 ," 1,994,330.00 ",0,FALSE,,258933
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130091,3/31/2023,NPW,9900,9900,0,0, 203.50 ," 2,014,680.00 ",0,FALSE,,258932
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130081,3/31/2023,NPW,9900,9900,0,0, 203.50 ," 2,014,680.00 ",0,FALSE,,258931
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130071,3/31/2023,NPW,9900,9900,0,0, 203.50 ," 2,014,680.00 ",0,FALSE,,258930
5/25/2021,Purchase,Purchase Receipt,,G04847,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,1130061,3/31/2023,NPW,9900,9900,0,0, 203.50 ," 2,014,680.00 ",0,FALSE,,258929
5/25/2021,Purchase,Purchase Receipt,,G04846,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270201,4/30/2024,NPW,4985,4985,0,0, 854.70 ," 4,260,679.50 ",0,FALSE,,258928
5/25/2021,Purchase,Purchase Receipt,,G04846,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270191,4/30/2024,NPW,4985,4985,0,0, 854.70 ," 4,260,679.50 ",0,FALSE,,258927
5/25/2021,Purchase,Purchase Receipt,,G04846,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270181,4/30/2024,NPW,4979,4979,0,0, 854.70 ," 4,255,551.30 ",0,FALSE,,258926
6/2/2021,Purchase,Purchase Receipt,,G04845,HH150000,"Syringe, autodestruct, 5ml, disposable",EACH,20200529,5/31/2025,NPW,140800,140800,0,0, 140.80 ," 19,824,851.20 ",0,FALSE,,258925
6/2/2021,Purchase,Purchase Receipt,,G04845,HH149400,"Syringe, autodestruct, 2ml, disposable",EACH,20200516,5/31/2025,NPW,1800,1800,0,0, 108.78 ," 195,808.50 ",0,FALSE,,258924
6/2/2021,Purchase,Purchase Receipt,,G04845,HH149400,"Syringe, autodestruct, 2ml, disposable",EACH,20200812,8/31/2025,NPW,706200,706200,0,0, 108.78 ," 76,822,201.50 ",0,FALSE,,258923
6/2/2021,Purchase,Purchase Receipt,,G04845,HH148800,"Syringe, autodestruct, 10ml, disposable",EACH,20200514,5/31/2025,NPW,510600,510600,0,0, 209.36 ," 106,896,663.00 ",0,FALSE,,258922
6/2/2021,Purchase,Purchase Receipt,,G04845,FF007800,"Cotton wool,500g,EACH",EACH,20200615,6/30/2025,NPW,3840,3840,0,0," 2,535.80 "," 9,737,472.00 ",0,FALSE,,258921
6/2/2021,Purchase,Purchase Receipt,,G04845,FF007800,"Cotton wool,500g,EACH",EACH,20200625,6/30/2025,NPW,9900,9900,0,0," 2,535.80 "," 25,104,420.00 ",0,FALSE,,258920
5/26/2021,Purchase,Purchase Receipt,,G04844,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203075,7/31/2023,NPW,2400,2400,0,0," 1,018.33 "," 2,443,980.00 ",0,FALSE,,258919
5/26/2021,Purchase,Purchase Receipt,,G04844,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203169,7/31/2023,NPW,603,603,0,0," 1,018.33 "," 614,049.98 ",0,FALSE,,258918
5/25/2021,Purchase,Purchase Receipt,,G04843,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203169,7/31/2023,NPW,486,486,0,0," 1,018.33 "," 494,905.95 ",0,FALSE,,258917
5/25/2021,Purchase,Purchase Receipt,,G04843,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203696,9/30/2023,NPW,2473,2473,0,0," 1,018.32 "," 2,518,317.72 ",0,FALSE,,258916
5/25/2021,Purchase,Purchase Receipt,,G04842,BB071700,"Sodium lactate compound (Ringers lactate),500ml",EACH,2192399,5/31/2022,NPW,3500,3500,0,0, 776.83 ," 2,718,887.50 ",0,FALSE,,258915
5/25/2021,Purchase,Purchase Receipt,,G04842,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2202283,5/31/2023,NPW,450,450,0,0," 1,018.33 "," 458,246.73 ",0,FALSE,,258914
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203696,9/30/2023,NPW,750,750,0,0," 1,018.33 "," 763,744.77 ",0,FALSE,,258913
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203695,7/31/2023,NPW,1530,1530,0,0," 1,018.33 "," 1,558,039.33 ",0,FALSE,,258912
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203168,7/31/2023,NPW,130,130,0,0," 1,018.33 "," 132,382.43 ",0,FALSE,,258911
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203088,7/31/2023,NPW,70,70,0,0," 1,018.33 "," 71,282.85 ",0,FALSE,,258910
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203087,7/31/2023,NPW,2250,2250,0,0," 1,018.33 "," 2,291,234.26 ",0,FALSE,,258909
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203074,7/31/2023,NPW,640,640,0,0," 1,018.33 "," 651,728.86 ",0,FALSE,,258908
5/25/2021,Purchase,Purchase Receipt,,G04841,BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,2203072,7/30/2023,NPW,1580,1580,0,0," 1,018.33 "," 1,608,957.85 ",0,FALSE,,258907
5/24/2021,Purchase,Purchase Receipt,,G04840,BB063900,"Phytomenadione,2mg/ml,1ml,(Vitamin,K),Each",EACH,CG20002C,6/30/2022,NPW,180,180,0,0, 225.40 ," 40,572.00 ",0,FALSE,,258881
5/24/2021,Purchase,Purchase Receipt,,G04840,BB034500,"Furosemide (Frusemide),10mg/ml,2ml,Each",EACH,200617,6/30/2023,NPW,78000,78000,0,0, 44.04 ," 3,435,057.87 ",0,FALSE,,258880
5/24/2021,Purchase,Purchase Receipt,,G04840,BB006900,"Benzathine benzylpenicillin,1.44g,(2.4MU) PFR,Each",EACH,2010029,10/31/2023,NPW,4800,4800,0,0, 193.20 ," 927,360.00 ",0,FALSE,,258879
5/24/2021,Purchase,Purchase Receipt,,G04840,BB006900,"Benzathine benzylpenicillin,1.44g,(2.4MU) PFR,Each",EACH,2010028,10/31/2023,NPW,10200,10200,0,0, 193.20 ," 1,970,640.00 ",0,FALSE,,258878
5/28/2021,Purchase,Purchase Receipt,,G04791,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342103,2/28/2023,NPW,5350,5350,0,0, 531.30 ," 2,842,455.00 ",0,FALSE,,257795
5/28/2021,Purchase,Purchase Receipt,,G04791,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342102,2/28/2023,NPW,13500,13500,0,0, 531.30 ," 7,172,550.00 ",0,FALSE,,257794
5/28/2021,Purchase,Purchase Receipt,,G04791,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342101,2/28/2023,NPW,15100,15100,0,0, 531.30 ," 8,022,630.00 ",0,FALSE,,257793
5/28/2021,Purchase,Purchase Receipt,,G04791,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342002,5/31/2022,NPW,2770,2770,0,0, 531.30 ," 1,471,701.00 ",0,FALSE,,257792
5/25/2021,Purchase,Purchase Receipt,,G04784,MM030300,"Mindray BC-3000Plus B-30 Control Low 2x3ml,Each",20L TANK,2021031501,3/31/2023,NPW,1,1,0,0," 117,956.74 "," 117,956.74 ",0,FALSE,,256698
5/24/2021,Purchase,Purchase Receipt,,G04783,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342002,5/31/2022,NPW,2600,2600,0,0, 531.30 ," 1,381,380.00 ",0,FALSE,,256695
5/24/2021,Purchase,Purchase Receipt,,G04783,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342003,6/30/2023,NPW,680,680,0,0, 531.30 ," 361,284.00 ",0,FALSE,,256694
5/24/2021,Purchase,Purchase Receipt,,G04783,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342102,2/28/2023,NPW,8000,8000,0,0, 531.30 ," 4,250,400.00 ",0,FALSE,,256693
5/24/2021,Purchase,Purchase Receipt,,G04783,BB063000,"Phenobarbitone sodium,200mg/ml,1ml,Each",EACH,EP1342101,2/28/2023,NPW,12000,12000,0,0, 531.30 ," 6,375,600.00 ",0,FALSE,,256692
5/25/2021,Purchase,Purchase Receipt,,G04763,MM029100,"Mindray BC-3000Plus Thermal Paper,Each",EACH,NA,12/31/2099,NPW,50,50,0,0," 5,885.22 "," 294,261.00 ",0,FALSE,,255817
5/25/2021,Purchase,Purchase Receipt,,G04763,MM027900,"Mindray, BC-3000Plus M-30P Probe Cleanser, 17ML",17ML,202030301,3/31/2022,NPW,2,2,0,0," 128,025.92 "," 256,051.84 ",0,FALSE,,255816
5/25/2021,Purchase,Purchase Receipt,,G04763,MM026700,Mindray BC-3000Plus M-30 D  Diluent 1x20L,5.5LX2 TAN,2020112502,11/30/2022,NPW,6,6,0,0," 101,058.10 "," 606,348.60 ",0,FALSE,,255815
5/25/2021,Purchase,Purchase Receipt,,G04763,MM026100,"Mindray,BC-3000Plus M-30CFL Lyse,500ML",EACH,2020110701,11/30/2022,NPW,10,10,0,0," 112,242.46 "," 1,122,424.60 ",0,FALSE,,255814
5/25/2021,Purchase,Purchase Receipt,,G04763,MM030300,"Mindray BC-3000Plus B-30 Control Low 2x3ml,Each",20L TANK,2021031501,3/31/2023,NPW,5,5,0,0," 117,956.74 "," 589,783.70 ",0,FALSE,,255813
5/8/2021,Purchase,Purchase Receipt,,G04678,AA064500,"Vitamin B complex strong tablet,1000",1000,0950011,3/31/2024,NPW,1079,1079,0,0," 2,045.03 "," 2,206,585.00 ",0,FALSE,,252103
5/8/2021,Purchase,Purchase Receipt,,G04678,AA064500,"Vitamin B complex strong tablet,1000",1000,0950100,11/30/2023,NPW,576,576,0,0," 2,045.10 "," 1,177,980.00 ",0,FALSE,,252102
5/8/2021,Purchase,Purchase Receipt,,G04678,AA064500,"Vitamin B complex strong tablet,1000",1000,0950070,10/31/2023,NPW,36,36,0,0," 2,046.67 "," 73,680.00 ",0,FALSE,,252101
5/8/2021,Purchase,Purchase Receipt,,G04678,AA055200,"Pyridoxine (Vitamin B6),25mg,tablet,1000",1000,0930101,2/29/2024,NPW,494,494,0,0," 2,903.90 "," 1,434,526.60 ",0,FALSE,,252100
5/8/2021,Purchase,Purchase Receipt,,G04678,AA055200,"Pyridoxine (Vitamin B6),25mg,tablet,1000",1000,0930091,2/29/2024,NPW,481,481,0,0," 2,903.90 "," 1,396,775.90 ",0,FALSE,,252099
5/8/2021,Purchase,Purchase Receipt,,G04678,AA055200,"Pyridoxine (Vitamin B6),25mg,tablet,1000",1000,0930081,2/29/2024,NPW,498,498,0,0," 2,903.90 "," 1,446,142.20 ",0,FALSE,,252098
5/8/2021,Purchase,Purchase Receipt,,G04678,AA055200,"Pyridoxine (Vitamin B6),25mg,tablet,1000",1000,0930071,2/29/2024,NPW,471,471,0,0," 2,901.88 "," 1,366,785.50 ",0,FALSE,,252097
5/8/2021,Purchase,Purchase Receipt,,G04678,AA055200,"Pyridoxine (Vitamin B6),25mg,tablet,1000",1000,0930061,2/29/2024,NPW,457,457,0,0," 2,889.70 "," 1,320,592.90 ",0,FALSE,,252096
5/8/2021,Purchase,Purchase Receipt,,G04678,AA055200,"Pyridoxine (Vitamin B6),25mg,tablet,1000",1000,0930051,2/29/2024,NPW,453,453,0,0," 2,889.70 "," 1,309,034.10 ",0,FALSE,,252095
5/8/2021,Purchase,Purchase Receipt,,G04678,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010181,2/29/2024,NPW,1448,1448,0,0," 7,525.60 "," 10,897,068.80 ",0,FALSE,,252094
5/8/2021,Purchase,Purchase Receipt,,G04678,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010171,2/29/2024,NPW,1442,1442,0,0," 7,525.60 "," 10,851,915.20 ",0,FALSE,,252093
5/8/2021,Purchase,Purchase Receipt,,G04678,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010161,1/31/2024,NPW,1472,1472,0,0," 7,489.65 "," 11,024,764.80 ",0,FALSE,,252092
5/8/2021,Purchase,Purchase Receipt,,G04678,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380101,3/31/2024,NPW,585,585,0,0," 15,542.00 "," 9,092,070.00 ",0,FALSE,,252091
5/8/2021,Purchase,Purchase Receipt,,G04678,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380091,3/31/2024,NPW,584,584,0,0," 15,542.00 "," 9,076,528.00 ",0,FALSE,,252090
5/8/2021,Purchase,Purchase Receipt,,G04678,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380081,3/31/2024,NPW,583,583,0,0," 15,466.13 "," 9,016,754.00 ",0,FALSE,,252089
5/8/2021,Purchase,Purchase Receipt,,G04678,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380051,1/31/2024,NPW,9,9,0,0," 15,466.00 "," 139,194.00 ",0,FALSE,,252088
5/8/2021,Purchase,Purchase Receipt,,G04678,AA002700,"Aminophylline,100mg,tablet,1000",1000,0250031,2/28/2026,NPW,1728,1728,0,0," 3,378.10 "," 5,837,356.80 ",0,FALSE,,252087
5/8/2021,Purchase,Purchase Receipt,,G04678,AA002700,"Aminophylline,100mg,tablet,1000",1000,0250021,2/28/2026,NPW,1674,1674,0,0," 3,378.10 "," 5,654,939.40 ",0,FALSE,,252086
4/15/2021,Purchase,Purchase Receipt,,G04677,BB046800,"Lignocaine hydrochloride,1%,25ml,Each",EACH,HS9007,8/31/2022,NPW,9800,9800,0,0, 261.69 ," 2,564,562.00 ",0,FALSE,,252085
4/15/2021,Purchase,Purchase Receipt,,G04677,BB046800,"Lignocaine hydrochloride,1%,25ml,Each",EACH,HS9008,8/31/2022,NPW,4600,4600,0,0, 261.69 ," 1,203,774.00 ",0,FALSE,,252084
5/10/2021,Purchase,Purchase Receipt,,G04676,AA007200,"Aspirin,300mg,tablet,1000",1000,2105050,3/31/2023,NPW,1488,1488,0,0," 3,093.75 "," 4,603,500.00 ",0,FALSE,,252083
5/10/2021,Purchase,Purchase Receipt,,G04676,AA007200,"Aspirin,300mg,tablet,1000",1000,2105051,3/31/2023,NPW,1487,1487,0,0," 3,093.75 "," 4,600,406.25 ",0,FALSE,,252082
5/10/2021,Purchase,Purchase Receipt,,G04676,AA007200,"Aspirin,300mg,tablet,1000",1000,2105052,3/31/2023,NPW,1488,1488,0,0," 3,093.75 "," 4,603,500.00 ",0,FALSE,,252081
5/10/2021,Purchase,Purchase Receipt,,G04676,AA007200,"Aspirin,300mg,tablet,1000",1000,2105047,3/31/2023,NPW,289,289,0,0," 3,093.75 "," 894,093.75 ",0,FALSE,,252080
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105047,3/31/2023,NPW,1198,1198,0,0," 3,093.75 "," 3,706,312.50 ",0,FALSE,,252079
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105048,3/31/2023,NPW,1488,1488,0,0," 3,093.75 "," 4,603,500.00 ",0,FALSE,,252078
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105049,3/31/2023,NPW,1488,1488,0,0," 3,093.75 "," 4,603,500.00 ",0,FALSE,,252077
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105053,3/31/2023,NPW,1488,1488,0,0," 3,093.75 "," 4,603,500.00 ",0,FALSE,,252076
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105055,3/31/2023,NPW,1512,1512,0,0," 3,093.75 "," 4,677,750.00 ",0,FALSE,,252075
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105054,3/31/2023,NPW,1463,1463,0,0," 3,093.75 "," 4,526,156.25 ",0,FALSE,,252074
5/10/2021,Purchase,Purchase Receipt,,G04675,AA007200,"Aspirin,300mg,tablet,1000",1000,2105056,3/31/2023,NPW,824,824,0,0," 3,093.75 "," 2,549,250.00 ",0,FALSE,,252073
5/8/2021,Purchase,Purchase Receipt,,G04674,AA049500,"Paracetamol,500mg,tablet,1000",1000,0281201,3/31/2026,NPW,819,819,0,0," 5,393.50 "," 4,417,276.50 ",0,FALSE,,252072
4/22/2021,Purchase,Purchase Receipt,,G04657,HH077700,"Glove disposable powdered latex ,medium,100",100,00813021,8/31/2025,NPW,9180,9180,0,0," 6,500.00 "," 59,670,000.00 ",0,FALSE,,251924
4/22/2021,Purchase,Purchase Receipt,,G04657,HH077700,"Glove disposable powdered latex ,medium,100",100,00916021,9/30/2025,NPW,30820,30820,0,0," 6,500.03 "," 200,330,921.96 ",0,FALSE,,251923
5/12/2021,Purchase,Purchase Receipt,,G04641,HH077700,"Glove disposable powdered latex ,medium,100",100,2A6103870LPZA,9/30/2025,NPW,3000,3000,0,0," 6,450.00 "," 19,350,000.00 ",0,FALSE,,251466
5/4/2021,Purchase,Purchase Receipt,,G04624,BB036900,"Gentamycin Sulphate,40mg/ml,2ml,Each",EACH,202003101,2/28/2023,NPW,48000,48000,13,0, 75.53 ," 3,625,646.40 ",0,TRUE,,250562
5/4/2021,Purchase,Purchase Receipt,,G04623,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270131,3/31/2024,NPW,4982,4982,0,0, 854.70 ," 4,258,115.40 ",0,FALSE,,250545
5/4/2021,Purchase,Purchase Receipt,,G04623,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,1500361,3/31/2024,NPW,10010,10010,0,0, 651.20 ," 6,518,512.00 ",0,FALSE,,250544
5/4/2021,Purchase,Purchase Receipt,,G04623,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,1500371,3/31/2024,NPW,10010,10010,0,0, 651.20 ," 6,518,512.00 ",0,FALSE,,250543
5/4/2021,Purchase,Purchase Receipt,,G04623,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,1500381,3/31/2024,NPW,10010,10010,0,0, 651.19 ," 6,518,461.60 ",0,FALSE,,250542
5/4/2021,Purchase,Purchase Receipt,,G04623,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010151,1/31/2024,NPW,1464,1464,0,0," 7,488.80 "," 10,963,603.20 ",0,FALSE,,250541
5/4/2021,Purchase,Purchase Receipt,,G04623,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380071,3/31/2024,NPW,587,587,0,0," 15,295.00 "," 8,978,165.00 ",0,FALSE,,250540
5/4/2021,Purchase,Purchase Receipt,,G04622,AA049500,"Paracetamol,500mg,tablet,1000",1000,0281001,2/28/2026,NPW,842,842,0,0," 5,393.50 "," 4,541,327.00 ",0,FALSE,,250534
5/4/2021,Purchase,Purchase Receipt,,G04622,AA049500,"Paracetamol,500mg,tablet,1000",1000,0281191,3/31/2026,NPW,855,855,0,0," 5,393.50 "," 4,611,442.50 ",0,FALSE,,250533
5/4/2021,Purchase,Purchase Receipt,,G04622,AA049500,"Paracetamol,500mg,tablet,1000",1000,0281171,3/31/2026,NPW,840,840,0,0," 5,393.50 "," 4,530,540.00 ",0,FALSE,,250532
5/4/2021,Purchase,Purchase Receipt,,G04622,AA049500,"Paracetamol,500mg,tablet,1000",1000,0281181,1/31/2026,NPW,840,840,0,0," 5,393.50 "," 4,530,540.00 ",0,FALSE,,250531
