Code,Item Description,Code and Description,UOM,Quantity Requested,Unit Price,Total Cost,Facility Level,Region,Requesting Facility,Month
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,150,20853.65854,3128048.781,District Hospital,North,Mzimba South DHO,July-23
HH005400,"Autoclave tape, 1.5cm wide, 12mLong","HH005400 Autoclave tape, 1.5cm wide, 12mLong",Each,200,768.29268,153658.536,District Hospital,North,Mzimba South DHO,July-23
FF000900,"Bandage, crepe 10cm 1.4m long, when stretched","FF000900 Bandage, crepe 10cm 1.4m long, when stretched",Each,288,363.0122,104547.5136,District Hospital,North,Mzimba South DHO,July-23
FF003000,"Bandage, plaster of paris 10cm X 2.7m long , when stretched","FF003000 Bandage, plaster of paris 10cm X 2.7m long , when stretched",12,300,2459.55215,737865.645,District Hospital,North,Mzimba South DHO,July-23
FF004500,"Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when stretched","FF004500 Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when stretched",Each,2400,491.13415,1178721.96,District Hospital,North,Mzimba South DHO,July-23
FF006350,"Bandage, WOW 10cm x 4m long, when stretched","FF006350 Bandage, WOW 10cm x 4m long, when stretched",10,100,1072.09198,107209.198,District Hospital,North,Mzimba South DHO,July-23
FF007800,Cotton wool 500g,FF007800 Cotton wool 500g,Each,500,7134.14634,3567073.17,District Hospital,North,Mzimba South DHO,July-23
FF016200,"Plaster, zinc oxide 7.5cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 7.5cm x 5m long, when stretched",Each,360,1185.36585,426731.706,District Hospital,North,Mzimba South DHO,July-23
GG000900,"Catgut chromic suture sterile 1,round bodied circle 50mm n","GG000900 Catgut chromic suture sterile 1,round bodied circle 50mm n",12,30,12994.45672,389833.7016,District Hospital,North,Mzimba South DHO,July-23
GG001500,"Catgut chromic suture sterile 2/0, round bodied circle 35m","GG001500 Catgut chromic suture sterile 2/0, round bodied circle 35m",12,30,12266.13556,367984.0668,District Hospital,North,Mzimba South DHO,July-23
GG008400,"Monofilament polyamide (Ethilon) 2/0, 1/2 circle conversional  on cutting needle 24mm, thread length 75cm (12 per box)","GG008400 Monofilament polyamide (Ethilon) 2/0, 1/2 circle conversional  on cutting needle 24mm, thread length 75cm (12 per box)",12,30,12248.78049,367463.4147,District Hospital,North,Mzimba South DHO,July-23
GG020700,"Polyglactin 1(Vicryl) 1/2 circle round bodied needle 31mm, thread  length 70cm, 12 per box","GG020700 Polyglactin 1(Vicryl) 1/2 circle round bodied needle 31mm, thread  length 70cm, 12 per box",12,30,18566.94551,557008.3653,District Hospital,North,Mzimba South DHO,July-23
HH007800,"Colostomy Bags, disposable 25cmx13cm","HH007800 Colostomy Bags, disposable 25cmx13cm",10,100,6359.81215,635981.215,District Hospital,North,Mzimba South DHO,July-23
HH008100,"Bags urine drainage 2,000 ml with outlet","HH008100 Bags urine drainage 2,000 ml with outlet",Each,1000,659.44417,659444.17,District Hospital,North,Mzimba South DHO,July-23
HH027000,Catheter Foley's retention 30cc FG 14,HH027000 Catheter Foley's retention 30cc FG 14,Each,100,768.29268,76829.268,District Hospital,North,Mzimba South DHO,July-23
HH027300,Catheter Foley's retention 30cc FG 18,HH027300 Catheter Foley's retention 30cc FG 18,Each,1000,394.23202,394232.02,District Hospital,North,Mzimba South DHO,July-23
HH075900,Giving set paed iv administration + needle 60 drops/ml,HH075900 Giving set paed iv administration + needle 60 drops/ml,Each,500,241.46341,120731.705,District Hospital,North,Mzimba South DHO,July-23
HH077700,Glove disposable powdered latex medium,HH077700 Glove disposable powdered latex medium,100,500,8304.39128,4152195.64,District Hospital,North,Mzimba South DHO,July-23
HH080700,Glove surgeon's size 7Â½  sterile,HH080700 Glove surgeon's size 7Â½  sterile,Each,3000,725.60976,2176829.28,District Hospital,North,Mzimba South DHO,July-23
HH123600,"Scalpel blade size 15 (individually wrapped),Carbon steel","HH123600 Scalpel blade size 15 (individually wrapped),Carbon steel",100,5,5829.54878,29147.7439,District Hospital,North,Mzimba South DHO,July-23
HH130800,Sharps disposal receptor (Cardboard),HH130800 Sharps disposal receptor (Cardboard),Each,1000,447.53049,447530.49,District Hospital,North,Mzimba South DHO,July-23
HH145200,Syringe insulin 100 IU with needle,HH145200 Syringe insulin 100 IU with needle,Each,500,82.273,41136.5,District Hospital,North,Mzimba South DHO,July-23
HH148800,"Syringe, autodestruct, 10ml, disposable with 21g needle","HH148800 Syringe, autodestruct, 10ml, disposable with 21g needle",Each,10000,275.03463,2750346.3,District Hospital,North,Mzimba South DHO,July-23
HH149400,"Syringe, autodestruct, 2ml, disposable, hypoluer with 23g needle","HH149400 Syringe, autodestruct, 2ml, disposable, hypoluer with 23g needle",Each,5000,131.70732,658536.6,District Hospital,North,Mzimba South DHO,July-23
HH150000,"Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne","HH150000 Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne",Each,10000,195.36584,1953658.4,District Hospital,North,Mzimba South DHO,July-23
KK000300,"Bag tablet dispensing, polythene, disposable 9 x 10cm","KK000300 Bag tablet dispensing, polythene, disposable 9 x 10cm",50,80,268.24091,21459.2728,District Hospital,North,Mzimba South DHO,July-23
MM036600,"Blood Grouping Serium, Anti-A, Monoclonal, 10ml","MM036600 Blood Grouping Serium, Anti-A, Monoclonal, 10ml",Each,2,1523.15854,3046.31708,District Hospital,North,Mzimba South DHO,July-23
MM036900,"Blood Grouping Serium, Anti-Ab, Monoclonal, 10ml","MM036900 Blood Grouping Serium, Anti-Ab, Monoclonal, 10ml",Each,2,1956.34566,3912.69132,District Hospital,North,Mzimba South DHO,July-23
MM224600,"Blood Grouping Serium, Anti-B  Monoclonal, 10ml","MM224600 Blood Grouping Serium, Anti-B  Monoclonal, 10ml",Each,2,26878.28902,53756.57804,District Hospital,North,Mzimba South DHO,July-23
MM037500,"Blood Grouping Serium, Anti-D,Igg,Monoclonal, 10ml","MM037500 Blood Grouping Serium, Anti-D,Igg,Monoclonal, 10ml",Each,2,5121.95122,10243.90244,District Hospital,North,Mzimba South DHO,July-23
MM125150,Ethanol Absolute 99-100%,MM125150 Ethanol Absolute 99-100%,Each,2,0,0,District Hospital,North,Mzimba South DHO,July-23
MM192300,Pregnancy Slide Test Kit (Human-chorionic Gonadotrophin) Hcg,MM192300 Pregnancy Slide Test Kit (Human-chorionic Gonadotrophin) Hcg,100,50,3921.22965,196061.4825,District Hospital,North,Mzimba South DHO,July-23
MM202200,"SD checks Gluco sticks, pack of 50","MM202200 SD checks Gluco sticks, pack of 50",50,40,12736.45057,509458.0228,District Hospital,North,Mzimba South DHO,July-23
PP036300,Glass ionomer cement powder & liquid,PP036300 Glass ionomer cement powder & liquid,Each,2,51761.26829,103522.5366,District Hospital,North,Mzimba South DHO,July-23
PP046500,"Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml","PP046500 Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml",50,40,37865.85366,1514634.146,District Hospital,North,Mzimba South DHO,July-23
PP053400,"Needle, disposable dental, 27g long sharewood","PP053400 Needle, disposable dental, 27g long sharewood",100,20,351.21951,7024.3902,District Hospital,North,Mzimba South DHO,July-23
PP107750,Zinc oxide eugenol Powder,PP107750 Zinc oxide eugenol Powder,Each,1,0,0,District Hospital,North,Mzimba South DHO,July-23
ST009700,"Gentamicin 40mg/ml, 2ml","ST009700 Gentamicin 40mg/ml, 2ml",Each,2000,#N/A,#N/A,District Hospital,North,Mzimba South DHO,July-23
MM038700,"Bottle ,Blood Collecting Plain Plastic  Vacuatainer, 5ml","MM038700 Bottle ,Blood Collecting Plain Plastic  Vacuatainer, 5ml",100,20,13932.43266,278648.6532,District Hospital,North,Mzimba South DHO,July-23
MM039900,"Bottle ,Blood Collecting Vacuated, 4ml With EDTA K3 Tubes","MM039900 Bottle ,Blood Collecting Vacuated, 4ml With EDTA K3 Tubes",100,20,10455.114,209102.28,District Hospital,North,Mzimba South DHO,July-23
MM166200,"Microscope slide Frosted End ,75mm x 25mm, pack of 50","MM166200 Microscope slide Frosted End ,75mm x 25mm, pack of 50",50,40,1953.00195,78120.078,District Hospital,North,Mzimba South DHO,July-23
FF007800,"Cotton wool, 500g","FF007800 Cotton wool, 500g",Each,500,7134.14634,3567073.17,District Hospital,North,Mzimba South DHO,July-23
BB009900,"Bupivacaine spinal hyperbaric 0.5%, 4ml ampoule","BB009900 Bupivacaine spinal hyperbaric 0.5%, 4ml ampoule",Each,1000,1494.25141,1494251.41,District Hospital,North,Mzimba South DHO,July-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,3000,456.05602,1368168.06,District Hospital,North,Mzimba South DHO,July-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,2000,122.92684,245853.68,District Hospital,North,Mzimba South DHO,July-23
BB035700,Gelatin 500ml pack intravenous infusion,BB035700 Gelatin 500ml pack intravenous infusion,Each,100,9486.17227,948617.227,District Hospital,North,Mzimba South DHO,July-23
BB044400,"Ketamine hydrochloride 50mg/ml, 10ml","BB044400 Ketamine hydrochloride 50mg/ml, 10ml",Each,300,3124.07317,937221.951,District Hospital,North,Mzimba South DHO,July-23
HH108000,Needle spinal disposable Luer 23g x 10cm cutting bevel/penci,HH108000 Needle spinal disposable Luer 23g x 10cm cutting bevel/penci,,1000,504.87805,504878.05,District Hospital,North,Mzimba South DHO,July-23
HH148800,"Syringe, autodestruct, 10ml, disposable with 21g needle","HH148800 Syringe, autodestruct, 10ml, disposable with 21g needle",Each,5000,275.03463,1375173.15,District Hospital,North,Mzimba South DHO,July-23
BB034500,"Furosemide (Frusemide) 10mg/ml, 2ml","BB034500 Furosemide (Frusemide) 10mg/ml, 2ml",Each,1000,192.18293,192182.93,District Hospital,North,Mzimba South DHO,July-23
GG000900,"Catgut chromic suture sterile 1,round bodied ½ circle 50mm n","GG000900 Catgut chromic suture sterile 1,round bodied ½ circle 50mm n",12,30,12994.45672,389833.7016,District Hospital,North,Mzimba South DHO,July-23
AA002700,"Aminophylline 100mg, tablets","AA002700 Aminophylline 100mg, tablets",1000,84,5235.37071,439771.1396,Health Centres,North,Mzimba South HCs,July-23
AA003300,"Amitriptyline 25mg, tablets","AA003300 Amitriptyline 25mg, tablets",100,10,798.06522,7980.6522,Health Centres,North,Mzimba South HCs,July-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,100,31692.59133,3169259.133,Health Centres,North,Mzimba South HCs,July-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,415,31692.59133,13152425.4,Health Centres,North,Mzimba South HCs,July-23
AA007200,"Aspirin 300mg, tablets","AA007200 Aspirin 300mg, tablets",1000,99,8310.45526,822735.0707,Health Centres,North,Mzimba South HCs,July-23
AA009900,"Bisacodyl 5mg, tablets","AA009900 Bisacodyl 5mg, tablets",1000,1,3849.30663,3849.30663,Health Centres,North,Mzimba South HCs,July-23
AA014100,Chlorpheniramine maleate 4mg,AA014100 Chlorpheniramine maleate 4mg,1000,5,1632.53376,8162.6688,Health Centres,North,Mzimba South HCs,July-23
AA014400,"Chlorpromazine 100mg,  coated tablets","AA014400 Chlorpromazine 100mg,  coated tablets",1000,3,29524.39024,88573.17072,Health Centres,North,Mzimba South HCs,July-23
AA014700,"Chlorpromazine 25mg, coated tablets","AA014700 Chlorpromazine 25mg, coated tablets",100,20,1129.3412,22586.824,Health Centres,North,Mzimba South HCs,July-23
AA015600,"Ciprofloxacin 250mg, tablets","AA015600 Ciprofloxacin 250mg, tablets",100,430,3096.28049,1331400.611,Health Centres,North,Mzimba South HCs,July-23
AA018600,"Cotrimoxazole 480mg, tablets","AA018600 Cotrimoxazole 480mg, tablets",1000,203,20713.4751,4204835.445,Health Centres,North,Mzimba South HCs,July-23
AA020700,"Diclofenac sodium 100mg , Slow Release tablets","AA020700 Diclofenac sodium 100mg , Slow Release tablets",100,125,1516.10976,189513.72,Health Centres,North,Mzimba South HCs,July-23
AA022500,"Doxycycline 100mg, tablets","AA022500 Doxycycline 100mg, tablets",1000,52,30320.09444,1576644.911,Health Centres,North,Mzimba South HCs,July-23
AA025200,"Ferrous sulphate 200mg / folic acid 250 micrograms, coated t","AA025200 Ferrous sulphate 200mg / folic acid 250 micrograms, coated t",1000,209,17560.97561,3670243.902,Health Centres,North,Mzimba South HCs,July-23
AA025800,"Flucloxacillin 250mg, Capsules","AA025800 Flucloxacillin 250mg, Capsules",100,17,6146.34146,104487.8048,Health Centres,North,Mzimba South HCs,July-23
AA027900,"Folic acid 5mg, tablets","AA027900 Folic acid 5mg, tablets",1000,1,4469.26829,4469.26829,Health Centres,North,Mzimba South HCs,July-23
AA028200,"Furosemide (Frusemide) 40mg, tablets","AA028200 Furosemide (Frusemide) 40mg, tablets",1000,1,17012.19512,17012.19512,Health Centres,North,Mzimba South HCs,July-23
AA028800,"Glibenclamide 5mg, tablets","AA028800 Glibenclamide 5mg, tablets",1000,12,3871.09606,46453.15272,Health Centres,North,Mzimba South HCs,July-23
AA029700,"Griseofulvin 250mg, tablets","AA029700 Griseofulvin 250mg, tablets",1000,2,45552.0109,91104.0218,Health Centres,North,Mzimba South HCs,July-23
AA030900,"Hydrochlorothiazide 25mg, tablets","AA030900 Hydrochlorothiazide 25mg, tablets",1000,40,6299.32927,251973.1708,Health Centres,North,Mzimba South HCs,July-23
AA032400,"Ibuprofen 200mg, coated tablets","AA032400 Ibuprofen 200mg, coated tablets",1000,204,12278.35366,2504784.147,Health Centres,North,Mzimba South HCs,July-23
AA033600,"Indomethacin 25mg, Capsules","AA033600 Indomethacin 25mg, Capsules",1000,40,6114.92773,244597.1092,Health Centres,North,Mzimba South HCs,July-23
AA040800,"Magnesium trisilicate compound 250mg, tablets","AA040800 Magnesium trisilicate compound 250mg, tablets",1000,53,6288.25921,333277.7381,Health Centres,North,Mzimba South HCs,July-23
AA042500,Metformin hydrochloride 500mg,AA042500 Metformin hydrochloride 500mg,1000,3,16475.03723,49425.11169,Health Centres,North,Mzimba South HCs,July-23
AA044100,"Metronidazole 200mg, tablets","AA044100 Metronidazole 200mg, tablets",1000,193,7281.10168,1405252.624,Health Centres,North,Mzimba South HCs,July-23
AA048600,"Omeprazole 20mg, Capsules","AA048600 Omeprazole 20mg, Capsules",100,10,1079.37144,10793.7144,Health Centres,North,Mzimba South HCs,July-23
AA049500,"Paracetamol 500mg, tablets","AA049500 Paracetamol 500mg, tablets",1000,518,10963.16891,5678921.495,Health Centres,North,Mzimba South HCs,July-23
AA050100,"Phenobarbitone  30mg, tablets","AA050100 Phenobarbitone  30mg, tablets",1000,78,5571.23668,434556.461,Health Centres,North,Mzimba South HCs,July-23
AA054000,"Promethazine hydrochloride 25mg, coated tablets","AA054000 Promethazine hydrochloride 25mg, coated tablets",1000,1,3596.30943,3596.30943,Health Centres,North,Mzimba South HCs,July-23
AA055200,"Pyridoxine (Vitamin B6) 25mg, tablets","AA055200 Pyridoxine (Vitamin B6) 25mg, tablets",1000,46,4106.93348,188918.9401,Health Centres,North,Mzimba South HCs,July-23
AA064500,"Vitamin B complex strong, Tablets","AA064500 Vitamin B complex strong, Tablets",1000,36,3706.00229,133416.0824,Health Centres,North,Mzimba South HCs,July-23
AA065400,"Zinc sulphate 20mg, Tablets","AA065400 Zinc sulphate 20mg, Tablets",100,52,788.6422,41009.3944,Health Centres,North,Mzimba South HCs,July-23
BB004500,"Aminophylline 25mg/ml, 10ml","BB004500 Aminophylline 25mg/ml, 10ml",Each,30,482.92683,14487.8049,Health Centres,North,Mzimba South HCs,July-23
BB005400,"Ampicillin injection 500mg, PFR","BB005400 Ampicillin injection 500mg, PFR",Each,100,300.70348,30070.348,Health Centres,North,Mzimba South HCs,July-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,300,456.05602,136816.806,Health Centres,North,Mzimba South HCs,July-23
BB014700,"Chlorpromazine hydrochloride 25mg/ml, 2ml","BB014700 Chlorpromazine hydrochloride 25mg/ml, 2ml",Each,40,439.02439,17560.9756,Health Centres,North,Mzimba South HCs,July-23
BB022200,"Dextrose (glucose) 5%, 500ml","BB022200 Dextrose (glucose) 5%, 500ml",Each,170,1536.58537,261219.5129,Health Centres,North,Mzimba South HCs,July-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,20,1103.92685,22078.537,Health Centres,North,Mzimba South HCs,July-23
BB024000,"Diazepam 5mg/ml, 2ml","BB024000 Diazepam 5mg/ml, 2ml",Each,50,275.02639,13751.3195,Health Centres,North,Mzimba South HCs,July-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,1320,122.92684,162263.4288,Health Centres,North,Mzimba South HCs,July-23
BB036900,"Gentamycin Sulphate 40mg/ml, 2ml","BB036900 Gentamycin Sulphate 40mg/ml, 2ml",Each,3200,175.60976,561951.232,Health Centres,North,Mzimba South HCs,July-23
BB042600,Insulin Biphasic(Intermediate and short acting Insulin 30/70,BB042600 Insulin Biphasic(Intermediate and short acting Insulin 30/70,Each,10,2835.00427,28350.0427,Health Centres,North,Mzimba South HCs,July-23
BB042900,"Insulin soluble 100 IU/ml, 10ml","BB042900 Insulin soluble 100 IU/ml, 10ml",Each,20,3884.61366,77692.2732,Health Centres,North,Mzimba South HCs,July-23
BB043200,"Insulin zinc suspension (lente) 100 IU/ml, 10ml","BB043200 Insulin zinc suspension (lente) 100 IU/ml, 10ml",Each,20,7687.31707,153746.3414,Health Centres,North,Mzimba South HCs,July-23
BB046800,"Lignocaine hydrochloride 1%, 25ml","BB046800 Lignocaine hydrochloride 1%, 25ml",Each,25,318.08734,7952.1835,Health Centres,North,Mzimba South HCs,July-23
BB047100,"Lignocaine hydrochloride 2%, 25ml","BB047100 Lignocaine hydrochloride 2%, 25ml",Each,38,1524.39024,57926.82912,Health Centres,North,Mzimba South HCs,July-23
BB063000,"Phenobarbitone sodium 200mg/ml, 1ml","BB063000 Phenobarbitone sodium 200mg/ml, 1ml",Each,40,0,0,Health Centres,North,Mzimba South HCs,July-23
BB066900,"Promethazine hydrochloride 25mg/ml, 2ml","BB066900 Promethazine hydrochloride 25mg/ml, 2ml",Each,50,125.13632,6256.816,Health Centres,North,Mzimba South HCs,July-23
BB069900,"Sodium chloride 0.9%, 500ml","BB069900 Sodium chloride 0.9%, 500ml",Each,168,1603.5047,269388.7896,Health Centres,North,Mzimba South HCs,July-23
BB071700,"Sodium lactate compound (Ringer's lactate), 500ml","BB071700 Sodium lactate compound (Ringer's lactate), 500ml",Each,172,1693.07829,291209.4659,Health Centres,North,Mzimba South HCs,July-23
BB077100,"Water for injections, 10ml","BB077100 Water for injections, 10ml",Each,950,219.5122,208536.59,Health Centres,North,Mzimba South HCs,July-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,1210,1097.56098,1328048.786,Health Centres,North,Mzimba South HCs,July-23
EE004800,"Benzyl benzoate application 25%, 500ml","EE004800 Benzyl benzoate application 25%, 500ml",Each,30,2875.69752,86270.9256,Health Centres,North,Mzimba South HCs,July-23
EE008400,"Calamine lotion 15%+ sulphur 2%, 500ml","EE008400 Calamine lotion 15%+ sulphur 2%, 500ml",Each,25,4601.99195,115049.7988,Health Centres,North,Mzimba South HCs,July-23
EE008700,"Calamine lotion aqueous 15%, 500ml","EE008700 Calamine lotion aqueous 15%, 500ml",Each,75,3679.83774,275987.8305,Health Centres,North,Mzimba South HCs,July-23
EE010800,"Chlorhexidine 1.5% solution, 5ml","EE010800 Chlorhexidine 1.5% solution, 5ml",Each,1,25568.1671,25568.1671,Health Centres,North,Mzimba South HCs,July-23
EE012900,"Clotrimazole cream 1%, 20g","EE012900 Clotrimazole cream 1%, 20g",Each,320,341.65854,109330.7328,Health Centres,North,Mzimba South HCs,July-23
EE020700,"Gentamicin 0.3% eye drops, 5ml","EE020700 Gentamicin 0.3% eye drops, 5ml",Each,60,155.25965,9315.579,Health Centres,North,Mzimba South HCs,July-23
EE020701,"Gentamicin 0.3% eye/ear drops, 5ml","EE020701 Gentamicin 0.3% eye/ear drops, 5ml",Each,500,329.26829,164634.145,Health Centres,North,Mzimba South HCs,July-23
EE021300,"Gentian violet paint, aqueous 1%, 500ml","EE021300 Gentian violet paint, aqueous 1%, 500ml",Each,52,5707.31707,296780.4876,Health Centres,North,Mzimba South HCs,July-23
EE024300,"Iodine solution, weak (iodine tincture) 0.5%, 500ml","EE024300 Iodine solution, weak (iodine tincture) 0.5%, 500ml",Each,22,8648.90678,190275.9492,Health Centres,North,Mzimba South HCs,July-23
EE028500,"Methylated spirit (70% in Water), 5L","EE028500 Methylated spirit (70% in Water), 5L",Each,4,19402.67149,77610.68596,Health Centres,North,Mzimba South HCs,July-23
EE028800,"Metronidazole oral suspension 200mg /5ml, 100ml","EE028800 Metronidazole oral suspension 200mg /5ml, 100ml",Each,180,1131.7439,203713.902,Health Centres,North,Mzimba South HCs,July-23
EE032700,"Nystatin oral suspension 100,000 IU/ml, 20ml","EE032700 Nystatin oral suspension 100,000 IU/ml, 20ml",Each,140,1179.92707,165189.7898,Health Centres,North,Mzimba South HCs,July-23
EE033900,"Oral rehydration salt, 20.5g satchet (WHO formula) for 1L so","EE033900 Oral rehydration salt, 20.5g satchet (WHO formula) for 1L so",Each,1300,262.54455,341307.915,Health Centres,North,Mzimba South HCs,July-23
EE038100,"Povidone iodine 10% in alcoholic solution, 500ml","EE038100 Povidone iodine 10% in alcoholic solution, 500ml",Each,5,9802.26438,49011.3219,Health Centres,North,Mzimba South HCs,July-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,185,3336.58537,617268.2935,Health Centres,North,Mzimba South HCs,July-23
EE045600,Silver sulphadiazine cream 1% 50g,EE045600 Silver sulphadiazine cream 1% 50g,Each,48,568.1238,27269.9424,Health Centres,North,Mzimba South HCs,July-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,590,371.48317,219175.0703,Health Centres,North,Mzimba South HCs,July-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,5,20853.65854,104268.2927,Health Centres,North,Mzimba South HCs,July-23
FF000900,"Bandage, crepe 10cm 1.4m long, when stretched","FF000900 Bandage, crepe 10cm 1.4m long, when stretched",Each,36,363.0122,13068.4392,Health Centres,North,Mzimba South HCs,July-23
FF001800,"Bandage, crepe 7.5cm x 1.4m long , when stretched","FF001800 Bandage, crepe 7.5cm x 1.4m long , when stretched",Each,24,627.14413,15051.45912,Health Centres,North,Mzimba South HCs,July-23
FF006300,"Bandage, WOW 10cm x 4m long, when stretched","FF006300 Bandage, WOW 10cm x 4m long, when stretched",10,20,1072.09198,21441.8396,Health Centres,North,Mzimba South HCs,July-23
FF007800,"Cotton wool, 500g","FF007800 Cotton wool, 500g",Each,122,7134.14634,870365.8535,Health Centres,North,Mzimba South HCs,July-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,40,20853.65854,834146.3416,Health Centres,North,Mzimba South HCs,July-23
FF016200,"Plaster, zinc oxide 7.5cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 7.5cm x 5m long, when stretched",Each,75,1185.36585,88902.43875,Health Centres,North,Mzimba South HCs,July-23
GF0584,Cotrimoxazole 960mg Tabs,GF0584 Cotrimoxazole 960mg Tabs,1000,20,#N/A,#N/A,Health Centres,North,Mzimba South HCs,July-23
GG000600,"Catgut chromic suture sterile 0,  round bodied ½ circle 40mm","GG000600 Catgut chromic suture sterile 0,  round bodied ½ circle 40mm",12,1,10772.93567,10772.93567,Health Centres,North,Mzimba South HCs,July-23
GG001200,"Catgut chromic suture sterile 2, round bodied ½ circle 50mm","GG001200 Catgut chromic suture sterile 2, round bodied ½ circle 50mm",12,4,10354.01756,41416.07024,Health Centres,North,Mzimba South HCs,July-23
GG001500,"Catgut chromic suture sterile 2/0, round bodied ½ circle 35m","GG001500 Catgut chromic suture sterile 2/0, round bodied ½ circle 35m",12,5,12266.13556,61330.6778,Health Centres,North,Mzimba South HCs,July-23
GG009600,"Polyamide monofilament suture sterile 2/0, on 40mm round bod","GG009600 Polyamide monofilament suture sterile 2/0, on 40mm round bod",12,1,19024.39024,19024.39024,Health Centres,North,Mzimba South HCs,July-23
GG020700,Polyglactin 910 Braided Synthetic Surgical Suture Sterile 1,GG020700 Polyglactin 910 Braided Synthetic Surgical Suture Sterile 1,12,1,18566.94551,18566.94551,Health Centres,North,Mzimba South HCs,July-23
HH005400,"Autoclave tape, 1.5cm wide, 12m long","HH005400 Autoclave tape, 1.5cm wide, 12m long",Each,15,768.29268,11524.3902,Health Centres,North,Mzimba South HCs,July-23
HH008100,"Bags urine drainage 2,000ml with outlet","HH008100 Bags urine drainage 2,000ml with outlet",Each,173,659.44417,114083.8414,Health Centres,North,Mzimba South HCs,July-23
HH012900,Cannula iv  (winged with injection pot) 16G,HH012900 Cannula iv  (winged with injection pot) 16G,Each,12,329.26829,3951.21948,Health Centres,North,Mzimba South HCs,July-23
HH013200,Cannula iv  (winged with injection pot) 18G,HH013200 Cannula iv  (winged with injection pot) 18G,Each,150,197.56098,29634.147,Health Centres,North,Mzimba South HCs,July-23
HH013800,Cannula iv  (winged with injection pot) 22G,HH013800 Cannula iv  (winged with injection pot) 22G,Each,50,307.31707,15365.8535,Health Centres,North,Mzimba South HCs,July-23
HH027300,Catheter Foley's retention 30cc FG 16,HH027300 Catheter Foley's retention 30cc FG 16,Each,62,394.23202,24442.38524,Health Centres,North,Mzimba South HCs,July-23
HH027600,Catheter Foley's retention 30cc FG 18,HH027600 Catheter Foley's retention 30cc FG 18,Each,90,768.29268,69146.3412,Health Centres,North,Mzimba South HCs,July-23
HH075600,Giving set adult iv administration + needle 15 drops/ml,HH075600 Giving set adult iv administration + needle 15 drops/ml,Each,40,241.46341,9658.5364,Health Centres,North,Mzimba South HCs,July-23
HH075900,Giving set paed iv administration + needle 60 drops/ml,HH075900 Giving set paed iv administration + needle 60 drops/ml,Each,100,241.46341,24146.341,Health Centres,North,Mzimba South HCs,July-23
HH077700,Glove disposable powdered latex medium,HH077700 Glove disposable powdered latex medium,100,440,8304.39128,3653932.163,Health Centres,North,Mzimba South HCs,July-23
HH080700,Glove surgeon's size 7½ sterile,HH080700 Glove surgeon's size 7½ sterile,Each,50,725.60976,36280.488,Health Centres,North,Mzimba South HCs,July-23
HH124200,"Scalpel blade size 21 (individually wrapped),Carbon steel","HH124200 Scalpel blade size 21 (individually wrapped),Carbon steel",100,1,2874.28429,2874.28429,Health Centres,North,Mzimba South HCs,July-23
HH124800,"Scalpel blade size 23 (individually wrapped),Carbon steel","HH124800 Scalpel blade size 23 (individually wrapped),Carbon steel",100,1,10000,10000,Health Centres,North,Mzimba South HCs,July-23
HH130800,Sharps disposal receptor(Cardboard),HH130800 Sharps disposal receptor(Cardboard),Each,50,447.53049,22376.5245,Health Centres,North,Mzimba South HCs,July-23
HH149400,"Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne","HH149400 Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne",Each,1100,131.70732,144878.052,Health Centres,North,Mzimba South HCs,July-23
