No.,Description,Base Unit of Measure,Unit Cost,Unit Price
BB068720,"Topotecan 1mg, injection",EACH,0,0
BB068730,"Trastuzumab 150mg, injection",EACH,0,0
BB069000,"Sodium bicarbonate,4%,50ml,Each",EACH,9053.58315,11040.95506
BB069100,"Hypertonic Saline ( 3% Sodium Chloride), 1000ml",EACH,0,0
BB069300,"Sodium chloride,0.9%,1000ml,Each",EACH,1812.50314,2210.36968
BB069600,"Sodium chloride,0.9%,200ml,Each",EACH,0,0
BB069900,"Sodium chloride,0.9%,500ml,Each",EACH,1314.87385,1603.5047
BB070200,Sodium lactate + glucose in dextrose 5%),EACH,0,0
BB070500,Sodium lactate + glucose in dextrose 5%),EACH,0,0
BB070800,Sodium lactate + glucosein dextrose 5%),EACH,22810,27817.07317
